sku,nombre_estandarizado,grupo_general,grupo_especializado,marca,modelo,descripcion_tecnica,capacidad,voltaje,refrigerante,tipo_operacion,unidad,observaciones_equivalencia
HE-HER-GRU-004,Avellanador Holtec 1/2-5/8-3/4,HE,Herramientas,Grupo Holtec,ZYD2-16-20-25,Avellanador Holtec 1/2 5/8 3/4,1/2 5/8 3/4,N/A,,Avellanado,Pieza,
HE-HER-HAR-001,Llave para Enfriador Harris Azul,HE,Herramientas,Harris,AE-1000A,Llave para Enfriador Azul,N/A,N/A,,Servicio,Pieza,
HE-HER-IMP-001,Acoplador Imperial INF Válvula 14mm,HE,Herramientas,Imperial,21-L,Acoplador Imperial Inf Para Valvula Conexión 14Mm,14 mm,N/A,,Conexión,Pieza,
HE-HER-KLE-001,"Pinza Punta Klein Tools 6""",HE,Herramientas,Klein Tools,D203,"Pinza De Punta Economica D203 6""","6""",N/A,,Manual,Pieza,
HE-HER-KLE-002,Nivel Torpedo Magnético Tierra Rara,HE,Herramientas,Klein Tools,931-9RE,Nivel Torpedo Magnético De Tierra Rara,Magnético,N/A,,Nivelación,Pieza,
HE-HER-KLE-003,"Navaja Pela Cable Klein Tools 4""",HE,Herramientas,Klein Tools,1550-4,"Navaja Pela Cable Economica 1550 4""","4""",N/A,,Corte,Pieza,
HE-HER-MAS-001,Llave Matraca Master Cool 3/16-5/16,HE,Herramientas,Master Cool,70082,"Llave Matraca 3/16, 1/4, 3/8, 5/16",Multipunto,N/A,,Servicio,Pieza,
HE-HER-MAS-003,"Corta Tubo Master Cool 1/8"" a 7/8""",HE,Herramientas,Master Cool,80021,"Corta Tubo 1/8"" a 7/8""","1/8-7/8""",N/A,,Corte,Pieza,
HE-HER-MIR-001,Escalera Telescópica Mirage MEC380A,HE,Herramientas,Mirage,MEC380A,Escalera Telescópica Extensible,NA,NA,NA,NA,Pieza,Herramienta
HE-HER-RIN-001,Báscula Electrónica Contadora Rinho 30Kg,HE,Herramientas,Rinho,BACO-30,Báscula Electrónica Contadora 30Kg/1G,30 Kg,N/A,,Medición,Pieza,
HE-HER-SPO-001,Herramienta para Armado de Válvula Sporlan,HE,Herramientas,Sporlan,184005,Herramienta para Armado de Válvula,N/A,N/A,,Mantenimiento,Pieza,
HE-HER-SPO-002,Herramienta Armado Válvula Sporlan 184006,HE,Herramientas,Sporlan,184006,Herramienta para Armado de Válvula,N/A,N/A,,Mantenimiento,Pieza,
HE-HER-SPO-003,Herramienta Armado Válvula Sporlan 184008,HE,Herramientas,Sporlan,184008,Herramienta para Armado de Cart en Válvula,N/A,N/A,,Mantenimiento,Pieza,
HE-HER-UNI-001,Barrera Protectora de Flama Uniweld 12x12,HE,Herramientas,Uniweld,FB12,Barrera Protectora de Flama 12x12 pulgadas,N/A,N/A,,Soldadura,Pieza,
HE-HER-UNI-002,Kit Abocinador de Golpe Uniweld 5 Piezas,HE,Herramientas,Uniweld,70005,"Kit Abocinador Golpe 5 Piezas 1/4"" a 5/8""","1/4-5/8""",N/A,,Tubería,Juego,
HE-HER-UNI-003,"Dobla Tubo de Resorte Uniweld 5/8""",HE,Herramientas,Uniweld,70020,"Dobla Tubo de Resorte 5/8""","5/8""",N/A,,Tubería,Pieza,
HE-HER-UNI-004,Desarmador 20 en 1 Uniweld,HE,Herramientas,Uniweld,20N1RSD,Desarmador 20 en 1 Multibit,20 en 1,N/A,,Manual,Pieza,
HE-HER-UNI-005,Abocinador Golpe Múltiple Uniweld 3/16-5/8,HE,Herramientas,Uniweld,70006,"Abocinador Golpe Múltiple 3/16"" a 5/8""","3/16-5/8""",N/A,,Tubería,Pieza,
HE-HER-UNI-006,"Dobla Tubo de Resorte Uniweld 3/4""",HE,Herramientas,Uniweld,70021,"Dobla Tubo de Resorte 3/4""","3/4""",N/A,,Tubería,Pieza,
HE-HER-UNI-007,"Dobla Tubo de Palanca Uniweld 3/8""",HE,Herramientas,Uniweld,70010,"Dobla Tubo de Palanca 3/8""","3/8""",N/A,,Tubería,Pieza,
HE-HER-UNI-008,Llave Ratch Reversible Uniweld,HE,Herramientas,Uniweld,70022,"Llave Ratch Reversible 1/4, 3/16, 3/8, 5/16",Múltiple,N/A,,Servicio,Pieza,
HE-HER-UNI-009,Llave Ratch Reversible Uniweld 1/4-5/16,HE,Herramientas,Uniweld,70022,"Llave Ratch Reversible 1/4"" - 5/16""",Multipunto,N/A,,Servicio,Pieza,
HE-HER-UNI-010,"Dobla Tubo de Palanca Uniweld 1/2""",HE,Herramientas,Uniweld,70011,"Dobla Tubo de Palanca 1/2""","1/2""",N/A,,Tubería,Pieza,
HE-HER-UNI-011,"Dobla Tubo de Palanca Uniweld 5/8""",HE,Herramientas,Uniweld,70012,"Dobla Tubo de Palanca 5/8""","5/8""",N/A,,Tubería,Pieza,
HE-HER-UNI-012,Herramienta Flare Profesional Uniweld,HE,Herramientas,Uniweld,70071,"Herramienta Flare Profesional 1/8"" a 3/4""","1/8-3/4""",N/A,,Tubería,Pieza,
HE-HER-UNI-013,Destornillador Uniweld 6 en 1,HE,Herramientas,Uniweld,6N1RSD,Destornillador 6 en 1,6 en 1,N/A,,Mantenimiento,Pieza,
HE-HER-UNI-014,Dobla Tubo de Palanca Uniweld 3 en 1,HE,Herramientas,Uniweld,70015,"Dobla Tubo de Palanca 3 en 1 (1/4"", 5/16"", 3/8"")","1/4-3/8""",N/A,,Tubería,Pieza,
HE-HER-UNI-015,Llave Ratch Uniweld (4 Medidas),HE,Herramientas,Uniweld,70074,"Llave Ratch 1/4"", 3/16"", 3/8"", 5/16""",Multipunto,N/A,,Servicio,Pieza,
HE-HER-UNI-016,"Mini Corta Tubo Uniweld 1/8"" a 7/8""",HE,Herramientas,Uniweld,70000,"Mini Corta Tubo 1/8"" a 7/8""","1/8-7/8""",N/A,,Corte,Pieza,
HE-HER-UNI-017,"Dobla Tubo de Resorte Uniweld 1/4""",HE,Herramientas,Uniweld,70016,"Dobla Tubo de Resorte 1/4""","1/4""",N/A,,Tubería,Pieza,
HE-HER-UNI-018,Pinza Pinch Off Uniweld 70076,HE,Herramientas,Uniweld,70076,Pinza Pinch Off 70076,N/A,N/A,,Tubería,Pieza,
HE-HER-UNI-019,Accesorio Corte Uniweld CA550,HE,Herramientas,Uniweld,CA550,Accesorio de Corte CA550 Mezcla de Tubo,N/A,N/A,,Corte,Pieza,
HE-HER-UNI-020,"Corta Tubo Uniweld 1/8"" a 1-1/4""",HE,Herramientas,Uniweld,70001,"Corta Tubo 1/8"" a 1-1/4""","1/8-1 1/4""",N/A,,Corte,Pieza,
HE-HER-UNI-021,"Dobla Tubo de Resorte Uniweld 5/16""",HE,Herramientas,Uniweld,70017,"Dobla Tubo de Resorte 5/16""","5/16""",N/A,,Tubería,Pieza,
HE-HER-UNI-022,Herramienta Flare 45° Uniweld Multipunto,HE,Herramientas,Uniweld,70003,"Herramienta 45° Flare 3/16"" a 5/8""","3/16-5/8""",N/A,,Tubería,Pieza,
HE-HER-UNI-023,"Dobla Tubo Resorte Uniweld 1/2""",HE,Herramientas,Uniweld,70019,"Dobla Tubo de Resorte 1/2""","1/2""",N/A,,Tubería,Pieza,
HE-HER-UNI-024,Mini Corta Tubo Uniweld UTC702,HE,Herramientas,Uniweld,UTC702,"Mini Corta Tubo 1/8"" a 1 1/8""","1/8-1 1/8""",N/A,,Corte,Pieza,
HE-HER-UNI-025,Barrera Protectora de Flama Uniweld 12x12,HE,Herramientas,Uniweld,FB12,"12"" x 12"" Protección Soldadura",NA,NA,NA,NA,Pieza,Herramienta
HE-HER-UNI-026,Cortador Manual de Muescas Uniweld,HE,Herramientas,Uniweld,N1T,Cortador de Muescas Manual,NA,NA,NA,NA,Pieza,Herramienta
HE-HER-UNI-027,"Corta Tubo Uniweld 1/4"" a 2-1/2""",HE,Herramientas,Uniweld,UTC705,"1/4"" a 2-1/2"" Cortador Grande",NA,NA,NA,NA,Pieza,Herramienta
HE-HER-UNI-028,"Dobla Tubo de Resorte Uniweld 3/8""",HE,Herramientas,Uniweld,123L,"3/8"" Resorte",NA,NA,NA,NA,Pieza,Herramienta
HE-HER-USA-001,Juego Flare y Expansor USA Parts 1/8 a 3/4,HE,Herramientas,USA Parts,CT-275,"1/8"" a 3/4"" Juego Flare",NA,NA,NA,NA,Pieza,Herramienta
HE-HER-USA-002,Doblador de Tubos 3 en 1 USA Parts CT-369A,HE,Herramientas,USA Parts,CT-369A,"Doblador 1/4, 5/16, 3/8",NA,NA,NA,NA,Pieza,Herramienta
HE-HER-USA-003,Cortador de Tubo USA Parts CT-138 1/8 a 1-1/8,HE,Herramientas,USA Parts,CT-138,CT-138,,,,,Pieza,
HE-HER-USA-004,Kit Doblador de Tubos USA Parts CT-999,HE,Herramientas,USA Parts,CT-999,CT-999,,,,,Pieza,
HE-HER-USA-005,Cortador de Tubo Roller USA Parts,HE,Herramientas,USA Parts,Roller,Roller,,,,,Pieza,
HE-HER-USA-006,Cortador de Tubo Rodamiento USA Parts,HE,Herramientas,USA Parts,Rodamiento,Rodamiento,,,,,Pieza,
HE-HER-USA-007,Hidrolavadora Portátil USA Parts,HE,Herramientas,USA Parts,Portátil,Portátil,,,,,Pieza,
HE-HER-USA-008,"Sacabocados Broca Diamante 2.5"" USA Parts",HE,Herramientas,USA Parts,"2.5"" Diamante","2.5"" Diamante",,,,,Pieza,
HE-HER-YEL-001,Herramienta Flare Yellow Jacket Uso Pesado,HE,Herramientas,Yellow Jacket,60210,"Herramienta Flare 45° Uso Pesado 3/16"" a 5/8""","3/16-5/8""",N/A,,Tubería,Pieza,
HE-HER-YEL-002,Peine para Serpentín Yellow Jacket 21-24 Aletas,HE,Herramientas,Yellow Jacket,61157,Peine para Serpentín Morado 21/22 y 23/24 Aletas,N/A,N/A,,Mantenimiento,Pieza,
HE-HER-YEL-003,Peine Serpentín Yellow Jacket Blanco/Azul,HE,Herramientas,Yellow Jacket,61170,Peine Serpentín Blanco/Azul con Mango Grande,N/A,N/A,,Mantenimiento,Pieza,
HE-HER-YEL-004,Espejo de Inspección Rectangular Yellow Jacket,HE,Herramientas,Yellow Jacket,78103,"Espejo de Inspección Rectangular 3-1/2"" x 2""",N/A,N/A,,Inspección,Pieza,
HE-HER-YEL-005,Cilindro Recuperador Yellow Jacket 30Lb,HE,Herramientas,Yellow Jacket,95002,Cilindro Recuperador de Refrigerante 30Lb,30 Lb,N/A,,Recuperación,Pieza,
HE-HER-YEL-006,Kit Expansión Yellow Jacket con Maneral,HE,Herramientas,Yellow Jacket,60407,"Kit Expansión 3/8"" a 1 1/8"" con Maneral","3/8-1 1/8""",N/A,,Tubería,Kit,
HE-HER-YEL-007,Cilindro Recuperador de Refrigerante 50Lb,HE,Herramientas,Yellow Jacket,95007,Cilindro Recuperador de Refrigerante 50Lb (22.67Kg),50 Lb,N/A,,Recuperación,Pieza,
HE-HER-YEL-008,Juego Abocinador Completo Yellow Jacket,HE,Herramientas,Yellow Jacket,60440,"Juego Abocinador Completo 3/16"" a 3/4""","3/16-3/4""",N/A,,Tubería,Juego,
HE-HER-YEL-009,"Cortador Grande Yellow Jacket 1/4"" a 1-5/8""",HE,Herramientas,Yellow Jacket,60102,"Cortador Grande 1/4"" a 1 5/8""","1/4-1 5/8""",N/A,,Corte,Pieza,
HE-HER-YEL-010,Llave Ratch Yellow Jacket (4 Medidas),HE,Herramientas,Yellow Jacket,60613,"Llave Ratch 1/4"", 3/16"", 3/8"", 5/16""",Multipunto,N/A,,Servicio,Pieza,
HE-HER-YEL-011,"Mini Corta Tubo Yellow Jacket 1/4"" a 7/8""",HE,Herramientas,Yellow Jacket,60121,"Mini Corta Tubo 1/4"" a 7/8""","1/4-7/8""",N/A,,Corte,Pieza,
HE-HER-YEL-012,Llave Ratch Yellow Jacket 60616,HE,Herramientas,Yellow Jacket,60616,"Llave Ratch 1/4"", 3/16"", 3/8"", 5/16""",Multipunto,N/A,,Servicio,Pieza,
HE-HER-YEL-013,"Mini Corta Tubo Yellow Jacket 1/8"" a 5/8""",HE,Herramientas,Yellow Jacket,60160,"Mini Corta Tubo 1/8"" a 5/8""","1/8-5/8""",N/A,,Corte,Pieza,
HE-HER-YEL-014,Peine Serpentín Verde Yellow Jacket 12-14 Aletas,HE,Herramientas,Yellow Jacket,61154,Peine para Serpentín Verde 12-14 Aletas,12-14 Aletas,N/A,,Mantenimiento,Pieza,
HE-HER-YEL-015,Peine Serpentín Rojo Yellow Jacket 18-20 Aletas,HE,Herramientas,Yellow Jacket,61156,Peine para Serpentín Rojo 18-20 Aletas,18-20 Aletas,N/A,,Mantenimiento,Pieza,
HE-HER-YEL-016,Herramienta Flare Pesado Yellow Jacket,HE,Herramientas,Yellow Jacket,60290,"Herramienta Flare Uso Pesado 45° 3/4"" a 1 1/8""","3/4-1 1/8""",N/A,,Tubería,Pieza,
HE-HER-YEL-017,Juego Flare Premium Yellow Jacket 45°,HE,Herramientas,Yellow Jacket,60431,Juego Flare 45° Premium Abocinador,Premium,N/A,,Tubería,Juego,
HE-HER-YEL-018,"Juego Flare Yellow Jacket 1/8"" a 3/4"" con Cortatubo",HE,Herramientas,Yellow Jacket,60260,"Juego Flare 1/8"" a 3/4"" con Cortatubo","1/8-3/4""",N/A,,Tubería,Juego,
HE-HER-YEL-019,Peines Serpentín Yellow Jacket 61158,HE,Herramientas,Yellow Jacket,61158,Peines Serpentín Enderezador Aletas,Multimedida,N/A,,Mantenimiento,Juego,
HE-HER-YEL-020,Juego Abocinador Yellow Jacket 3/16 a 3/4 Completo,HE,Herramientas,Yellow Jacket,60440,"3/16"" a 3/4"" Abocinador Completo",NA,NA,NA,NA,Juego,Herramienta
HE-HER-YEL-021,Cortador Chico Yellow Jacket 1/8 a 1-1/8,HE,Herramientas,Yellow Jacket,60101,"1/8"" a 1-1/8"" Cortador",NA,NA,NA,NA,Pieza,Herramienta
HE-HER-YEL-022,Kit Abocinador de Golpe Yellow Jacket 4 Medidas,HE,Herramientas,Yellow Jacket,60475,"1/4"", 3/8"", 1/2"", 5/8"" Abocinador Golpe",NA,NA,NA,NA,Pieza,Herramienta
HE-HER-YEL-023,Juego Extractor Aspas Ventilador Yellow Jacket,HE,Herramientas,Yellow Jacket,60590,Extractor Aspas Completo,NA,NA,NA,NA,Juego,Herramienta
HE-HER-YEL-024,"Mini Corta Tubo Yellow Jacket 1/4"" a 1-1/8""",HE,Herramientas,Yellow Jacket,60142,"1/4"" a 1-1/8"" Mini Cortador",NA,NA,NA,NA,Pieza,Herramienta
HE-HER-YEL-025,Kit Doblador de Tubos Yellow Jacket C/Trinquete,HE,Herramientas,Yellow Jacket,63325,Doblador con Trinquete Deluxe,NA,NA,NA,NA,Kit,Herramienta
HE-HER-YEL-026,Imán de Servicio para Válvula Solenoide Yellow Jacket,HE,Herramientas,Yellow Jacket,61192,Imán Servicio Solenoide,NA,NA,NA,NA,Pieza,Herramienta
HE-HER-YEL-027,"Espejo Redondo Yellow Jacket 2-1/4""",HE,Herramientas,Yellow Jacket,78094,"Espejo Inspección Redondo 2-1/4""",NA,NA,NA,NA,Pieza,Herramienta
HE-HER-YEL-028,Llave Dinamométrica Digital Yellow Jacket,HE,Herramientas,Yellow Jacket,60648,Llave Torque Ajustable Digital,NA,NA,NA,NA,Pieza,Herramienta
HE-HER-YEL-029,Cortador de Tubo Premium Yellow Jacket 60102 1/8 a 1-1/8,HE,Herramientas,Yellow Jacket,Premium 60102,Premium 60102,,,,,Pieza,
HE-INS-AVA-001,Termohigrómetro Taylor Analógico,HE,Instrumentos,Avaly,1731,Termohigrometro Taylor Hum 25 95% 0 A 50°C,25-95%,N/A,,Medición,Pieza,
HE-INS-AVA-002,Termómetro Inserción Taylor Análogo -10/110°C,HE,Instrumentos,Avaly,6099N,Termómetro Taylor Análogo De Inserción -10 ºC a 110 ºC,-10 a 110 ºC,N/A,,Medición,Pieza,
HE-INS-AVA-003,Voltamperímetro Digital Avaly Térmico,HE,Instrumentos,Avaly,VA-266-C,Voltamperimetro Digital Avaly Con Termico °C Y °F,Digital,N/A,,Medición,Pieza,
HE-INS-AVA-004,Voltamperímetro Avaly Digital 400A/600A,HE,Instrumentos,Avaly,VA-803M,Multímetro Gancho Digital,400-600A,NA,NA,Medición,Pieza,Instrumento
HE-INS-AVA-005,Voltamperímetro Avaly Digital 400A/600A,HE,Herramientas,Avaly,400A/600A,400A/600A,,,,,Pieza,
HE-INS-AVA-006,Vacuómetro Digital Avaly,HE,Herramientas,Avaly,Digital,Digital,,,,,Pieza,
HE-INS-AVA-007,Termómetro Digital Avaly Int/Ext,HE,Herramientas,Avaly,Int/Ext,Int/Ext,,,,,Pieza,
HE-INS-AVA-008,Termómetro Digital Avaly con Humedad,HE,Herramientas,Avaly,Humedad,Humedad,,,,,Pieza,
HE-INS-AVA-009,Termohigrómetro Digital Avaly Int/Ext,HE,Herramientas,Avaly,Int/Ext,Int/Ext,,,,,Pieza,
HE-INS-AVA-010,Termómetro Digital Avaly Tipo Pluma -40 a 232°C,HE,Herramientas,Avaly,-40 a 232°C,-40 a 232°C,,,,,Pieza,
HE-INS-AVA-011,Termómetro Avaly -30 a 30°C Refrigerador/Congelador,HE,Herramientas,Avaly,-30 a 30°C,-30 a 30°C,,,,,Pieza,
HE-INS-AVA-012,Termómetro Avaly -30 a 30°C,HE,Herramientas,Avaly,-30 a 30°C,-30 a 30°C,,,,,Pieza,
HE-INS-BAR-001,Termómetro Carátula Grande Barreto -40+70°C,HE,Instrumentos,Grupo Barreto,MT-1,Termometro Barreto Caratula Gde -40+70°C,-40 a 70°C,N/A,,Medición,Pieza,
HE-INS-BAR-002,Multímetro Gancho Digital Barreto,HE,Instrumentos,Grupo Barreto,YF-2047,Multimetro Digital De Gancho,Digital,N/A,,Medición,Pieza,
HE-INS-BAR-003,Multímetro Gancho Capacitancia Barreto,HE,Instrumentos,Grupo Barreto,YF-89,Multímetro Digital De Gancho Con Medidor De Capacitancia Barreto,Capacitancia,N/A,,Medición,Pieza,
HE-INS-BAR-004,Termómetro Digital Barreto -50+70°C Ext,HE,Instrumentos,Grupo Barreto,TM-975,Termometro Dig -50+70°C Ext 2Ventanas,-50 a 70°C,N/A,,Medición,Pieza,
HE-INS-DAN-001,Medidor Energia Eléctrica Danfoss WATTNODEP1,HE,Instrumentos,Danfoss,WATTNODEP1,Medidor Energia Eléctrica 120/208-204V,120/208-204V,204 V,,Medición Eléctrica,Pieza,
HE-INS-DSZ-001,Detector de Fugas Refrigerante DSZH,HE,Herramientas,DSZH,RLD-382P,Detector Fugas Halógeno,NA,NA,Universal,Detección,Pieza,Instrumento
HE-INS-DSZ-002,Vacuómetro Digital DSZH WKVG89,HE,Herramientas,DSZH,WKVG89,WKVG89,,,,,Pieza,
HE-INS-INF-001,Detector Fugas Inficon TEK-MATE 3,HE,Instrumentos,Inficon,705-202-G1,Detector de Fugas Electrónico TEK-MATE 3,Electrónico,N/A,,Detección,Pieza,
HE-INS-JB-001,Vacuómetro Digital JB DV22N,HE,Instrumentos,JB,DV22N,Vacuómetro Digital,Digital,N/A,,Medición Vacío,Pieza,
HE-INS-MAS-001,Kit Detector Fugas UV con Lámpara Master Cool,HE,Instrumentos,Master Cool,53580,Kit Detector de Fugas con Lámpara Luz Ultra Violeta,UV,N/A,,Detección,Kit,
HE-INS-SPE-001,Mini Linterna UV Spectroline,HE,Instrumentos,Spectroline,SPE-MVL-CS,Mini Linterna De Detección De Fugas Spectroline® Mini Violet Led,UV,N/A,,Detección,Pieza,
HE-INS-SPE-002,Lámpara Detección Fugas UV Spectroline,HE,Instrumentos,Spectroline,SPE-HVL-CS,Lámpara De Detección De Fugas Spctroline Luz Led Violeta,UV,N/A,,Detección,Pieza,
HE-INS-SPE-003,Kit Detección Fugas Fluorescencia Completo,HE,Instrumentos,Spectroline,SPE-HVLBEZE,Kit De Detección De Fugas Por Fluorescencia,Kit,N/A,,Detección,Kit,
HE-INS-SPE-004,Kit Detección Fugas Glo-Stick Completo,HE,Instrumentos,Spectroline,SPE-HVLGSE,Glo-Stick® Completo Kit De Detección De Fugas Por Fluorescencia,Kit,N/A,,Detección,Kit,
HE-INS-SPE-005,Kit Inyección Colorante Fluorescente Spectroline,HE,Herramientas,Spectroline,Inyección Colorante,Inyección Colorante,,,,,Pieza,
HE-INS-SPE-006,Kit Inyección Colorante Fluorescente Spectroline,HE,Herramientas,Spectroline,Kit Inyección,Kit Inyección,,,,,Pieza,
HE-INS-UEI-001,Multímetro Digital UEI DL369,HE,Instrumentos,UEI,DL369,Multímetro Digital Medidor Eléctrico,Digital,N/A,,Medición Eléctrica,Pieza,
HE-INS-UEI-002,Monitor Temp/Hum UEI DTH880,HE,Instrumentos,UEI,DTH880,Monitor De Temperatura Y Humedad 95% 0° A 50ºC,95%,N/A,,Medición,Pieza,
HE-INS-UEI-003,Voltamperímetro Gancho UEI Digital,HE,Instrumentos,UEI,DL-369,Dl-369 Voltamperimetro Gancho Uei Digital,Digital,N/A,,Medición,Pieza,
HE-INS-UNI-001,Kit Detector de Fugas Yokogawa Uniweld,HE,Instrumentos,Uniweld,Yokogawa,Kit Detector de Fugas,N/A,N/A,,Detección,Kit,
HE-INS-USA-001,Termohigrómetro Digital USA Parts Interior/Exterior,HE,Herramientas,USA Parts,HC-520,Termohigrómetro con Sonda,NA,NA,NA,Medición,Pieza,Instrumento
HE-INS-USA-002,Termómetro Infrarrojo USA Parts UT-300A,HE,Herramientas,USA Parts,UT-300A,Termómetro Infrarrojo Digital,NA,NA,NA,Medición,Pieza,Instrumento
HE-INS-YEL-001,Vacuómetro Digital Omni Yellow Jacket,HE,Instrumentos,Yellow Jacket,69020,"Vacuómetro Digital Omni 1/4""",Micrones,N/A,,Vacío,Pieza,
HE-INS-YEL-002,Vacuómetro Digital LCD Yellow Jacket,HE,Instrumentos,Yellow Jacket,69080,Vacuómetro Digital LCD,Digital,N/A,,Vacío,Pieza,
HE-INS-YEL-003,Medidor de Vacío de Mano Yellow Jacket,HE,Instrumentos,Yellow Jacket,69086,Medidor de Vacío de Mano Digital,Vacío,N/A,,Vacío,Pieza,
HE-INS-YEL-004,Detector de Fugas UV Yellow Jacket,HE,Instrumentos,Yellow Jacket,69336,Detector de Fugas UV,UV,N/A,,Detección,Pieza,
HE-INS-YEL-005,Detector de Fugas Yellow Jacket 69336,HE,Instrumentos,Yellow Jacket,69336,Detector de Fugas,Electrónico,N/A,,Detección,Pieza,
HE-INS-YEL-006,Báscula Precisión Yellow Jacket 61003,HE,Instrumentos,Yellow Jacket,61003,Báscula de Precisión HVAC,Precisión,N/A,,Medición,Pieza,
HE-INS-YEL-007,Vacuómetro Digital Yellow Jacket 69080,HE,Instrumentos,Yellow Jacket,69080,Vacuómetro Digital Medidor Vacío,Digital,N/A,,Medición Vacío,Pieza,
HE-INS-YEL-008,Detector de Fugas Yellow Jacket AccuProbe II,HE,Herramientas,Yellow Jacket,AccuProbe II,AccuProbe II,,,,,Pieza,
HE-LIM-SON-001,Toalla Limpieza Sontara,HE,Herramientas,Sontara,Unidad,Unidad,,,,,Pieza,
HE-MAN-AVA-001,Manómetro Baja Avaly R134/404/507/22,HE,Manómetros,Avaly,VA-G120-ML,Manómetro Baja R134/404/507/22,Baja,N/A,,Medición,Pieza,
HE-MAN-AVA-002,Manómetro Alta Avaly R134/404/12/22/407,HE,Manómetros,Avaly,VA-G500-MH,Manómetro Alta R134/404/12/22/407C/507A,Alta,N/A,,Medición,Pieza,
HE-MAN-AVA-003,"Manifold Servicio Avaly Angular 800 PSI 36""",HE,Manómetros,Avaly,VA-636AGHMEP,"Manifold De Servicio (Angular) Mangueras 36"" 800 Psi",800 PSI,N/A,,Medición,Pieza,
HE-MAN-AVA-004,"Manifold Servicio Avaly Angular 600 PSI 36""",HE,Manómetros,Avaly,R-45868846481664,"Manifold De Servicio (Angular), Mangueras 36"", 600 Psi",600 PSI,N/A,,Medición,Pieza,
HE-MAN-AVA-005,"Juego Mangueras Avaly R404A 36""",HE,Manómetros,Avaly,VA-336410RYB,"Juego De Mangueras De 36"" Para R404A, 404A 800Psi","36""",N/A,,Conexión,Juego,
HE-MAN-AVA-006,"Juego Mangueras Avaly R134A 36""",HE,Manómetros,Avaly,VA-336134RYB,"Juego De Mangueras De 36"" Para 134A, 404A 600Psi","36""",N/A,,Conexión,Juego,
HE-MAN-AVA-007,Manifold Avaly Angular Multigas,HE,Manómetros,Avaly,VA-636AGH-ME,Va-636Agh-Me | Manifold R-410A-404A-507A-22 (Angular),Multigas,N/A,,Medición,Pieza,
HE-MAN-AVA-008,Juego Manifold Avaly Angular R410/404/22/507,HE,Herramientas,Avaly,VA-636AGL3ME,Manifold Aluminio con 3 Mangueras,NA,NA,Multi,NA,Juego,Manifold
HE-MAN-BAR-001,"Juego Mangueras Barreto 36""",HE,Manómetros,Grupo Barreto,HU-36,"Juego De Mangueras 36"" Grupo Barreto","36""",N/A,,Conexión,Juego,
HE-MAN-BAR-002,"Juego Mangueras Barreto 72""",HE,Manómetros,Grupo Barreto,HU-72,"Juego De Mangueras De 72"" Barreto","72""",N/A,,Conexión,Juego,
HE-MAN-BAR-003,Juego Mangueras Refrigeración Barreto HU-60,HE,Manómetros,Grupo Barreto,HU-60,Hu-60 | Manguera Juego De Mangueras Para Refrigeración,Standard,N/A,,Conexión,Juego,
HE-MAN-BAR-004,Manifold Barreto con Mirilla R12/134/404,HE,Herramientas,Barreto,Con Mirilla R12/134/404,Con Mirilla R12/134/404,,,,,Pieza,
HE-MAN-ERA-001,Manifold Erasa Multigas R22/R404/R407/R134A,HE,Herramientas,Erasa,Multigas,Multigas,,,,,Pieza,
HE-MAN-ERO-001,Juego Mangueras Carga Ero R410A,HE,Manómetros,Ero International,MCREHA006,Juego De Mangueras De Carga Ero P/410A,R410A,N/A,,Conexión,Juego,
HE-MAN-ERO-002,Manifold Ero Latón con Mirilla,HE,Manómetros,Ero International,MFREHA002,Manifold Ero Laton Con Mirilla,Standard,N/A,,Medición,Pieza,
HE-MAN-ERO-003,Manifold Ero Sin Mirilla R22/410A/404 60pulg,HE,Herramientas,Ero International,Sin Mirilla R22/410A/404,Sin Mirilla R22/410A/404,,,,,Pieza,
HE-MAN-GEN-001,Manómetro Baja Presión Amoniaco,HE,Herramientas,Genérico,902-146-2,Manómetro Baja Amoniaco NH3,NA,NA,NH3,NA,Pieza,Manómetro
HE-MAN-MAS-001,Juego Manifold Master Cool R22/134/404A,HE,Manómetros,Master Cool,33636-MR,"Juego Manifold con 3 Mangueras 36""",N/A,N/A,,Medición,Juego,
HE-MAN-MAS-002,Manómetro Alta Mastercool R134a/404a/12/22,HE,Manómetros,Master Cool,MRH,Manómetro Alta Rojo R134a/R404a/R12/R22,Alta,N/A,,Medición,Pieza,
HE-MAN-MAS-003,Manómetro Baja Mastercool R134A/R404A/R12/R22,HE,Manómetros,Master Cool,MRL,Manómetro Baja R134A/R404A/R12/R22,Baja,N/A,,Medición,Pieza,
HE-MAN-UNI-001,Juego Manifold Uniweld Soft Magic 3 Mangueras,HE,Manómetros,Uniweld,QAL3SM,Juego Manifold R22/404A/134A con 3 Mangueras,N/A,N/A,,Medición,Juego,
HE-MAN-UNI-002,Manifold Latón Uniweld R32/R410,HE,Manómetros,Uniweld,A2LM3BV,Manifold Latón R32 R410 2 Válvulas Bola,R32/R410,N/A,,Medición,Pieza,
HE-MAN-UNI-003,Juego Mangueras Uniweld Refrigeración,HE,Manómetros,Uniweld,HC3SMB,Paquete De Manguera Para Refrigeración,Standard,N/A,,Conexión,Juego,
HE-MAN-UNI-004,Manifold Uniweld R410/22/404/134,HE,Manómetros,Uniweld,QS8N3SM,Manifold R410/22/404/134,Multigas,N/A,,Medición,Pieza,
